rank,word,per_million,zipf,wordfreq_pm,opensubtitles_pm
627,meisten,138.08,5.14,178.0,98.16
628,gedacht,137.97,5.14,100.0,175.94
629,verrückt,137.36,5.14,23.4,251.32
630,lernen,136.83,5.14,138.0,135.65
631,thema,136.27,5.13,229.0,43.54
632,lesen,135.47,5.13,170.0,100.93
633,zehn,135.33,5.13,120.0,150.65
634,schaffen,135.27,5.13,126.0,144.55
635,anfang,135.13,5.13,186.0,84.27
636,team,134.96,5.13,170.0,99.92
637,nächste,134.86,5.13,120.0,149.72
638,stunde,134.7,5.13,120.0,149.4
639,kommst,134.64,5.13,38.9,230.39
640,falsch,133.91,5.13,105.0,162.82
641,kerl,133.49,5.13,26.3,240.68
642,fehler,133.13,5.12,115.0,151.26
643,tagen,133.03,5.12,145.0,121.06
644,dessen,132.84,5.12,219.0,46.68
645,nett,132.78,5.12,50.1,215.45
646,erhalten,132.11,5.12,204.0,60.22
647,menge,132.05,5.12,115.0,149.09
648,pro,131.93,5.12,209.0,54.86
649,langsam,131.92,5.12,115.0,148.85
650,rede,131.59,5.12,100.0,163.17
651,reicht,131.28,5.12,95.5,167.05
652,spricht,130.52,5.12,129.0,132.03
653,bisher,130.1,5.11,182.0,78.2
654,kaufen,129.24,5.11,138.0,120.48
655,teufel,128.99,5.11,24.5,233.49
656,bekannt,128.98,5.11,182.0,75.96
657,spielt,128.56,5.11,135.0,122.12
658,bloß,127.71,5.11,70.8,184.63
659,online,127.24,5.1,240.0,14.49
660,hält,127.21,5.1,135.0,119.43
661,klasse,127.19,5.1,145.0,109.39
662,suche,127.07,5.1,126.0,128.14
663,denkst,126.37,5.1,27.5,225.24
664,ehrlich,126.35,5.1,79.4,173.3
665,gesellschaft,125.87,5.1,191.0,60.75
666,zuerst,125.77,5.1,93.3,158.23
667,überall,125.74,5.1,112.0,139.49
668,nimm,125.72,5.1,28.2,223.24
669,liegen,125.47,5.1,158.0,92.94
670,gegenüber,125.24,5.1,186.0,64.47
671,schlafen,125.16,5.1,66.1,184.21
672,klingt,124.65,5.1,85.1,164.2
673,nehme,124.59,5.1,51.3,197.88
674,zweiten,124.57,5.1,204.0,45.15
675,glücklich,124.21,5.09,77.6,170.82
676,lasst,124.2,5.09,42.7,205.71
677,schatz,123.85,5.09,23.4,224.29
678,getötet,123.26,5.09,40.7,205.81
679,laufen,123.2,5.09,112.0,134.41
680,folgen,123.13,5.09,151.0,95.26
681,jedem,123.04,5.09,155.0,91.08
682,erzählen,122.22,5.09,51.3,193.14
683,richtung,121.99,5.09,170.0,73.98
684,würdest,121.93,5.09,42.7,201.15
685,stück,121.12,5.08,123.0,119.24
686,sagst,121.08,5.08,30.9,211.25
687,könig,121.0,5.08,105.0,137.01
688,obwohl,120.97,5.08,151.0,90.94
689,nummer,120.91,5.08,79.4,162.43
690,ziehen,120.74,5.08,112.0,129.48
691,großer,120.61,5.08,123.0,118.23
692,früh,120.37,5.08,81.3,159.45
693,ebenfalls,119.9,5.08,209.0,30.8
694,führen,119.63,5.08,138.0,101.26
695,meinung,119.55,5.08,138.0,101.1
696,genommen,119.3,5.08,120.0,118.6
697,gilt,118.79,5.07,195.0,42.58
698,gebracht,118.64,5.07,115.0,122.29
699,ding,118.52,5.07,63.1,173.95
700,luft,118.28,5.07,105.0,131.56
701,ziel,118.15,5.07,151.0,85.29
702,konnten,118.13,5.07,145.0,91.27
703,regierung,117.57,5.07,170.0,65.15
704,dollar,117.12,5.07,83.2,151.04
705,deswegen,116.63,5.07,97.7,135.55
706,nimmt,116.58,5.07,145.0,88.16
707,gefühl,116.26,5.07,112.0,120.53
708,führt,116.06,5.06,151.0,81.11
709,trinken,116.04,5.06,57.5,174.58
710,gruppe,115.87,5.06,178.0,53.74
711,scheiß,115.83,5.06,83.2,148.46
712,stellt,115.73,5.06,170.0,61.47
713,tat,115.61,5.06,93.3,137.92
714,irgendwas,115.28,5.06,66.1,164.46
715,richtige,115.27,5.06,102.0,128.53
716,sex,115.17,5.06,120.0,110.34
717,wohnung,115.11,5.06,120.0,110.23
718,gutes,114.93,5.06,107.0,122.86
719,funktioniert,114.57,5.06,93.3,135.84
720,deutlich,114.02,5.06,200.0,28.03
721,dagegen,113.85,5.06,138.0,89.69
722,plan,113.81,5.06,74.1,153.53
723,blut,113.51,5.06,53.7,173.32
724,euer,113.43,5.05,44.7,182.16
725,fällt,113.41,5.05,120.0,106.83
726,rolle,113.29,5.05,145.0,81.57
727,eigene,113.19,5.05,158.0,68.39
728,arsch,113.12,5.05,69.2,157.03
729,unserem,112.98,5.05,97.7,128.27
730,gebe,112.92,5.05,79.4,146.44
731,glaubst,112.77,5.05,25.1,200.43
732,alleine,112.7,5.05,91.2,134.2
733,zahlen,112.64,5.05,141.0,84.28
734,wen,112.37,5.05,56.2,168.54
735,tatsächlich,112.23,5.05,129.0,95.47
736,schließlich,111.8,5.05,170.0,53.59
737,meines,111.38,5.05,75.9,146.86
738,lage,110.99,5.05,148.0,73.97
739,lieben,110.9,5.04,74.1,147.7
740,passt,110.35,5.04,102.0,118.69
741,kennt,110.31,5.04,102.0,118.61
742,sorge,110.22,5.04,43.7,176.74
743,willkommen,110.09,5.04,66.1,154.08
744,sicherheit,109.67,5.04,115.0,104.34
745,bekommt,109.22,5.04,126.0,92.44
746,tragen,109.13,5.04,110.0,108.27
747,folge,109.12,5.04,174.0,44.24
748,kriegen,108.75,5.04,43.7,173.8
749,preis,108.6,5.04,145.0,72.21
750,hättest,108.22,5.03,30.2,186.24
751,nennen,108.11,5.03,81.3,134.91
752,sinn,108.07,5.03,107.0,109.14
753,erklären,107.71,5.03,93.3,122.12
754,denkt,107.56,5.03,77.6,137.52
755,opfer,107.52,5.03,102.0,113.05
756,licht,107.45,5.03,97.7,117.2
757,tu,107.2,5.03,31.6,182.81
758,ihres,106.86,5.03,123.0,90.72
759,gehst,106.63,5.03,22.4,190.86
760,körper,106.51,5.03,100.0,113.03
761,telefon,106.47,5.03,57.5,155.44
762,nochmal,106.2,5.03,102.0,110.4
763,hund,105.89,5.02,72.4,139.39
764,schöne,105.71,5.02,105.0,106.42
765,besteht,105.38,5.02,162.0,48.76
766,genauso,105.15,5.02,91.2,119.11
767,kirche,105.13,5.02,141.0,69.26
768,stimme,104.72,5.02,105.0,104.43
769,hände,104.08,5.02,58.9,149.27
770,raum,103.74,5.02,129.0,78.48
771,monate,103.73,5.02,110.0,97.47
772,boden,103.33,5.01,102.0,104.66
773,entschuldigung,103.17,5.01,19.1,187.24
774,vorher,102.95,5.01,107.0,98.91
775,entschuldigen,102.92,5.01,14.1,191.75
776,rund,102.9,5.01,186.0,19.8
777,mehrere,102.86,5.01,174.0,31.71
778,total,102.8,5.01,83.2,122.4
779,länger,102.72,5.01,100.0,105.44
780,artikel,102.39,5.01,174.0,30.78
781,wenigstens,101.86,5.01,95.5,108.22
782,ließ,101.66,5.01,120.0,83.31
783,könnt,101.36,5.01,69.2,133.52
784,brauchst,101.1,5.0,38.9,163.3
785,machte,101.03,5.0,110.0,92.07
786,nähe,100.85,5.0,107.0,94.71
787,herren,100.8,5.0,91.2,110.4
788,blick,100.73,5.0,138.0,63.46
789,wollt,100.64,5.0,50.1,151.19
790,antwort,100.64,5.0,110.0,91.28
791,erfolg,100.58,5.0,148.0,53.16
792,kaffee,100.51,5.0,69.2,131.83
793,versuche,100.45,5.0,75.9,125.01
794,büro,100.19,5.0,53.7,146.69
795,zweite,99.99,5.0,138.0,61.98
796,kleines,99.97,5.0,66.1,133.84
797,seien,99.8,5.0,110.0,89.61
798,wär,99.53,5.0,46.8,152.26
799,lebt,99.39,5.0,75.9,122.88
800,heraus,99.16,5.0,102.0,96.32
801,arzt,99.09,5.0,72.4,125.77
802,politik,98.8,4.99,174.0,23.6
803,prozent,98.26,4.99,166.0,30.51
804,personen,98.03,4.99,170.0,26.06
805,plötzlich,98.03,4.99,102.0,94.06
806,links,97.94,4.99,126.0,69.88
807,verlieren,97.88,4.99,63.1,132.66
808,kosten,97.87,4.99,151.0,44.73
809,sitzen,97.56,4.99,79.4,115.72
810,erde,97.29,4.99,79.4,115.18
811,entscheidung,97.25,4.99,107.0,87.51
812,seines,97.19,4.99,141.0,53.38
813,interessiert,97.07,4.99,74.1,120.04
814,ändern,96.89,4.99,85.1,108.68
815,erwartet,96.88,4.99,89.1,104.67
816,internet,96.82,4.99,170.0,23.64
817,retten,96.56,4.98,39.8,153.31
818,gegangen,96.5,4.98,72.4,120.6
819,form,96.44,4.98,158.0,34.89
820,nämlich,96.44,4.98,126.0,66.89
821,acht,96.39,4.98,95.5,97.27
822,welches,96.37,4.98,123.0,69.73
823,gedanken,96.33,4.98,107.0,85.66
824,schauen,96.19,4.98,91.2,101.18
825,rest,96.17,4.98,77.6,114.74
826,wohin,96.13,4.98,31.6,160.66
827,weise,96.01,4.98,117.0,75.02
828,feuer,96.0,4.98,57.5,134.5
829,papa,95.83,4.98,28.8,162.86
830,waffe,95.71,4.98,25.7,165.72
831,welcher,95.64,4.98,107.0,84.29
832,gefragt,95.64,4.98,77.6,113.69
833,zumindest,95.61,4.98,117.0,74.23
834,weiteren,95.51,4.98,151.0,40.01
835,gewinnen,95.41,4.98,100.0,90.82
836,zunächst,95.41,4.98,174.0,16.82
837,glaub,95.1,4.98,70.8,119.4
838,erinnern,95.09,4.98,56.2,133.98
839,tust,94.39,4.97,13.2,175.57
840,erfahren,93.96,4.97,79.4,108.51
841,froh,93.73,4.97,61.7,125.75
842,bleib,93.46,4.97,17.8,169.12
843,hart,93.42,4.97,77.6,109.24
844,vorstellen,93.39,4.97,75.9,110.87
845,sieben,93.2,4.97,95.5,90.91
846,wow,93.12,4.97,51.3,134.93
847,deutsch,93.04,4.97,174.0,12.09
848,fallen,93.01,4.97,89.1,96.92
849,unterwegs,92.88,4.97,95.5,90.26
850,rechts,92.84,4.97,123.0,62.68
851,schluss,92.82,4.97,83.2,102.44
852,dadurch,92.7,4.97,148.0,37.39
853,versuch,92.7,4.97,74.1,111.29
854,party,92.63,4.97,63.1,122.15
855,möglichkeit,92.59,4.97,123.0,62.19
856,geschafft,92.52,4.97,64.6,120.44
857,spiele,92.51,4.97,135.0,50.01
858,kampf,92.29,4.97,93.3,91.29
859,kamen,92.2,4.96,100.0,84.4
860,leuten,92.1,4.96,77.6,106.6
861,aufs,92.07,4.96,85.1,99.05
862,schiff,92.04,4.96,46.8,137.27
863,wartet,91.95,4.96,35.5,148.39
864,selber,91.94,4.96,115.0,68.88
865,foto,91.72,4.96,105.0,78.45
866,vertrauen,91.69,4.96,61.7,121.68
867,kennst,91.69,4.96,28.2,155.18
868,himmel,91.57,4.96,66.1,117.04
869,stolz,91.5,4.96,75.9,107.1
870,sucht,91.48,4.96,107.0,75.96
871,bereich,91.41,4.96,162.0,20.82
872,gemeinsam,91.39,4.96,126.0,56.79
873,monaten,91.33,4.96,93.3,89.36
874,irgendwo,91.22,4.96,63.1,119.34
875,informationen,91.1,4.96,102.0,80.21
876,wiedersehen,90.97,4.96,12.9,169.04
877,sobald,90.7,4.96,70.8,110.6
878,übrigens,90.64,4.96,117.0,64.29
879,möchten,90.63,4.96,61.7,119.56
880,halte,90.57,4.96,61.7,119.45
881,ruf,90.48,4.96,36.3,144.67
882,offen,90.45,4.96,97.7,83.21
883,geschrieben,90.28,4.96,100.0,80.56
884,heißen,90.16,4.96,67.6,112.73
885,getroffen,90.13,4.95,63.1,117.17
886,nachricht,89.92,4.95,63.1,116.74
887,wem,89.91,4.95,42.7,137.12
888,cool,89.88,4.95,61.7,118.05
889,monat,89.47,4.95,97.7,81.24
890,bilder,89.39,4.95,132.0,46.77
891,hilft,89.35,4.95,87.1,91.61
892,verdient,89.01,4.95,79.4,98.62
893,verletzt,88.35,4.95,67.6,109.11
894,solange,88.33,4.95,70.8,105.86
895,innerhalb,88.32,4.95,145.0,31.65
896,krank,87.99,4.94,49.0,126.99
897,passieren,87.44,4.94,60.3,114.58
898,darin,87.44,4.94,100.0,74.88
899,trotz,87.16,4.94,141.0,33.31
900,müsste,86.93,4.94,89.1,84.76
901,unbedingt,86.74,4.94,95.5,77.98
902,gefahr,86.63,4.94,87.1,86.16
903,hotel,86.51,4.94,81.3,91.72
904,system,86.41,4.94,129.0,43.82
905,tue,85.95,4.93,16.6,155.3
906,lustig,85.92,4.93,69.2,102.65
907,seiten,85.87,4.93,138.0,33.74
908,firma,85.83,4.93,100.0,71.66
909,ebenso,85.79,4.93,138.0,33.58
910,erreichen,85.79,4.93,102.0,69.58
911,worte,85.77,4.93,87.1,84.45
912,band,85.74,4.93,115.0,56.47
913,arbeitet,85.65,4.93,74.1,97.21
914,schneller,85.6,4.93,72.4,98.81
915,hölle,85.48,4.93,28.2,142.75
916,video,85.44,4.93,135.0,35.89
917,fühlen,85.4,4.93,66.1,104.7
918,laden,85.36,4.93,69.2,101.51
919,gehören,85.34,4.93,107.0,63.69
920,nahm,85.23,4.93,93.3,77.17
921,fühle,85.05,4.93,43.7,126.4
922,lebens,84.87,4.93,75.9,93.83
923,punkt,84.78,4.93,100.0,69.56
924,verbindung,84.75,4.93,95.5,74.0
925,klein,84.66,4.93,87.1,82.22
926,glaubt,84.51,4.93,64.6,104.41
927,erster,84.33,4.93,112.0,56.66
928,einigen,84.23,4.93,129.0,39.45
929,zeiten,84.19,4.93,100.0,68.38
930,nachrichten,84.08,4.92,100.0,68.17
931,aufgrund,83.84,4.92,145.0,22.68
932,erreicht,83.77,4.92,126.0,41.55
933,hierher,83.61,4.92,14.1,153.12
934,kindern,83.59,4.92,97.7,69.48
935,kraft,83.57,4.92,93.3,73.84
936,perfekt,83.54,4.92,69.2,97.87
937,handy,83.44,4.92,69.2,97.68
938,böse,83.33,4.92,55.0,111.66
939,manche,83.3,4.92,102.0,64.6
940,gesprochen,83.19,4.92,55.0,111.39
941,krankenhaus,82.96,4.92,56.2,109.72
942,fehlt,82.93,4.92,91.2,74.65
943,bring,82.48,4.92,12.9,152.06
944,mai,82.36,4.92,148.0,16.72
945,gleichen,82.14,4.91,112.0,52.29
946,bewegung,82.07,4.91,79.4,84.74
947,waffen,82.0,4.91,53.7,110.29
948,tages,81.85,4.91,67.6,96.09
949,chef,81.79,4.91,83.2,80.39
950,fenster,81.56,4.91,75.9,87.23
951,liste,81.49,4.91,91.2,71.78
952,setzt,81.39,4.91,102.0,60.79
953,typen,81.39,4.91,42.7,120.08
954,schlimm,81.31,4.91,60.3,102.31
955,gleiche,81.27,4.91,81.3,81.24
956,entwicklung,81.19,4.91,151.0,11.38
957,meister,81.11,4.91,70.8,91.42
958,anderer,81.0,4.91,100.0,62.0
959,verkaufen,80.94,4.91,69.2,92.69
960,meter,80.94,4.91,115.0,46.87
961,sommer,80.93,4.91,120.0,41.86
962,aufhören,80.92,4.91,33.1,128.75
963,gestorben,80.77,4.91,60.3,101.24
964,tisch,80.6,4.91,67.6,93.61
965,september,80.59,4.91,148.0,13.17
966,situation,80.55,4.91,102.0,59.11
967,ehe,80.51,4.91,79.4,81.61
968,lasse,80.42,4.91,38.0,122.84
969,lachen,80.28,4.9,57.5,103.06
970,jedenfalls,80.11,4.9,81.3,78.92
971,hinaus,80.07,4.9,115.0,45.14
972,mund,80.05,4.9,56.2,103.89
973,absolut,80.04,4.9,74.1,85.99
974,nötig,79.98,4.9,63.1,96.86
975,weder,79.95,4.9,97.7,62.19
976,mitte,79.91,4.9,132.0,27.81
977,hinten,79.64,4.9,61.7,97.58
978,zug,79.6,4.9,81.3,77.91
979,schönen,79.43,4.9,75.9,82.96
980,reise,79.35,4.9,79.4,79.3
981,verschwinden,79.1,4.9,28.8,129.4
982,regeln,79.06,4.9,70.8,87.31
983,kämpfen,79.04,4.9,55.0,103.09
984,geschehen,79.04,4.9,57.5,100.58
985,verschiedenen,79.02,4.9,141.0,17.03
986,rufen,79.02,4.9,33.1,124.93
987,könntest,78.96,4.9,28.8,129.12
988,einsatz,78.63,4.9,123.0,34.26
989,doktor,78.61,4.9,16.2,141.01
990,irgendwann,78.32,4.89,77.6,79.04
991,voller,78.21,4.89,66.1,90.31
992,schicken,78.19,4.89,50.1,106.28
993,präsident,78.19,4.89,93.3,63.08
994,erklärt,78.17,4.89,112.0,44.34
995,entfernt,78.03,4.89,91.2,64.87
996,ständig,77.84,4.89,69.2,86.48
997,indem,77.82,4.89,93.3,62.34
998,vermutlich,77.78,4.89,85.1,70.47
999,unglaublich,77.75,4.89,53.7,101.8
1000,auge,77.46,4.89,66.1,88.82
