rank,word,per_million,zipf,wordfreq_pm,opensubtitles_pm
885,respect,93.25,4.97,107.0,79.5
886,lucky,93.15,4.97,58.9,127.4
887,miles,93.11,4.97,100.0,86.22
888,huge,93.07,4.97,115.0,71.13
889,whose,92.84,4.97,117.0,68.69
890,quickly,92.8,4.97,100.0,85.6
891,wall,92.8,4.97,110.0,75.59
892,similar,92.73,4.97,162.0,23.47
893,spend,92.24,4.96,93.3,91.18
894,stage,92.01,4.96,126.0,58.02
895,finish,91.88,4.96,81.3,102.46
896,sun,91.78,4.96,93.3,90.26
897,event,91.68,4.96,151.0,32.36
898,received,91.62,4.96,145.0,38.24
899,higher,91.6,4.96,151.0,32.21
900,throw,91.5,4.96,67.6,115.4
901,imagine,91.16,4.96,83.2,99.12
902,somewhere,91.12,4.96,55.0,127.24
903,spent,91.0,4.96,105.0,77.0
904,worse,90.93,4.96,77.6,104.25
905,rules,90.84,4.96,115.0,66.67
906,seriously,90.8,4.96,87.1,94.5
907,issues,90.79,4.96,155.0,26.59
908,caught,90.77,4.96,79.4,102.13
909,june,90.74,4.96,162.0,19.48
910,complete,90.73,4.96,126.0,55.45
911,wear,90.53,4.96,83.2,97.85
912,race,90.4,4.96,120.0,60.8
913,april,90.33,4.96,155.0,25.66
914,size,90.15,4.95,135.0,45.29
915,itself,90.12,4.95,126.0,54.24
916,wrote,90.03,4.95,110.0,70.06
917,ice,89.68,4.95,100.0,79.36
918,letter,89.68,4.95,89.1,90.26
919,county,89.63,4.95,155.0,24.27
920,floor,89.37,4.95,87.1,91.65
921,christmas,89.35,4.95,81.3,97.4
922,written,89.25,4.95,123.0,55.5
923,result,89.17,4.95,151.0,27.34
924,moved,88.99,4.95,102.0,75.98
925,dude,88.97,4.95,64.6,113.35
926,fear,88.92,4.95,89.1,88.75
927,finished,88.82,4.95,87.1,90.55
928,cup,88.64,4.95,129.0,48.29
929,agree,88.52,4.95,93.3,83.73
930,uncle,88.45,4.95,28.2,148.7
931,laughing,88.21,4.95,40.7,135.73
932,online,88.08,4.94,155.0,21.15
933,store,88.01,4.94,105.0,71.01
934,science,87.95,4.94,132.0,43.9
935,vote,87.76,4.94,129.0,46.53
936,natural,87.63,4.94,129.0,46.25
937,role,87.54,4.94,145.0,30.08
938,language,87.53,4.94,126.0,49.05
939,protect,87.46,4.94,83.2,91.72
940,hang,87.32,4.94,39.8,134.84
941,wedding,86.85,4.94,67.6,106.11
942,writing,86.8,4.94,117.0,56.59
943,scene,86.66,4.94,93.3,80.01
944,interested,86.63,4.94,89.1,84.16
945,industry,86.56,4.94,155.0,18.13
946,gives,86.53,4.94,107.0,66.06
947,mad,86.36,4.94,55.0,117.73
948,risk,86.34,4.94,112.0,60.69
949,character,86.33,4.94,129.0,43.66
950,include,86.32,4.94,162.0,10.64
951,weird,86.3,4.94,64.6,108.01
952,simply,86.27,4.94,120.0,52.54
953,bar,86.25,4.94,87.1,85.4
954,ways,86.24,4.94,115.0,57.47
955,model,86.1,4.94,135.0,37.2
956,performance,86.09,4.93,145.0,27.19
957,bought,85.99,4.93,81.3,90.68
958,ride,85.78,4.93,70.8,100.77
959,island,85.55,4.93,102.0,69.1
960,design,85.51,4.93,148.0,23.02
961,built,85.42,4.93,117.0,53.84
962,amount,85.39,4.93,135.0,35.78
963,difference,85.3,4.93,102.0,68.6
964,river,85.1,4.93,107.0,63.21
965,marriage,85.1,4.93,81.3,88.9
966,source,84.91,4.93,141.0,28.81
967,quiet,84.79,4.93,44.7,124.88
968,happening,84.68,4.93,63.1,106.26
969,policy,84.68,4.93,148.0,21.35
970,code,84.62,4.93,120.0,49.25
971,oil,84.56,4.93,126.0,43.12
972,brain,84.55,4.93,87.1,82.01
973,contact,84.53,4.93,97.7,71.37
974,beginning,84.52,4.93,100.0,69.05
975,value,84.51,4.93,141.0,28.03
976,official,84.08,4.92,138.0,30.16
977,mouth,83.95,4.92,67.6,100.3
978,totally,83.78,4.92,67.6,99.95
979,allowed,83.7,4.92,107.0,60.4
980,property,83.68,4.92,129.0,38.36
981,trade,83.62,4.92,132.0,35.25
982,changes,83.55,4.92,132.0,35.11
983,page,83.36,4.92,132.0,34.73
984,super,83.2,4.92,120.0,46.39
985,companies,83.11,4.92,151.0,15.22
986,build,83.09,4.92,110.0,56.18
987,style,82.82,4.92,129.0,36.64
988,broke,82.72,4.92,70.8,94.65
989,judge,82.71,4.92,89.1,76.31
990,ran,82.68,4.92,74.1,91.26
991,rate,82.58,4.92,138.0,27.17
992,fish,82.32,4.92,79.4,85.25
993,crime,82.3,4.92,77.6,87.0
994,fault,82.13,4.91,43.7,120.56
995,release,82.11,4.91,123.0,41.22
996,fighting,82.05,4.91,83.2,80.89
997,football,82.01,4.91,129.0,35.03
998,provide,81.95,4.91,141.0,22.91
999,places,81.8,4.91,107.0,56.6
1000,career,81.73,4.91,117.0,46.45
