rank,word,per_million,zipf,wordfreq_pm,opensubtitles_pm
66,была,1481.36,6.17,1320.0,1642.71
67,где,1477.47,6.17,1200.0,1754.94
68,время,1462.95,6.17,1620.0,1305.9
69,этого,1381.43,6.14,1050.0,1712.87
70,сейчас,1378.74,6.14,1000.0,1757.48
71,почему,1374.9,6.14,708.0,2041.81
72,там,1368.46,6.14,912.0,1824.91
73,этом,1362.57,6.13,1200.0,1525.15
74,со,1353.14,6.13,1350.0,1356.28
75,вам,1263.1,6.1,525.0,2001.19
76,больше,1210.95,6.08,1020.0,1401.9
77,были,1208.96,6.08,1350.0,1067.93
78,нам,1197.59,6.08,537.0,1858.19
79,нужно,1176.39,6.07,589.0,1763.78
80,даже,1166.47,6.07,1100.0,1232.93
81,теперь,1162.26,6.07,832.0,1492.51
82,могу,1150.87,6.06,363.0,1938.74
83,спасибо,1143.99,6.06,398.0,1889.98
84,хочу,1139.14,6.06,537.0,1741.28
85,ничего,1138.84,6.06,562.0,1715.68
86,что-то,1124.69,6.05,,1124.69
87,во,1123.24,6.05,1510.0,736.48
88,после,1116.53,6.05,1480.0,753.06
89,раз,1104.93,6.04,871.0,1338.86
90,того,1093.57,6.04,1070.0,1117.13
91,этот,1083.1,6.03,891.0,1275.2
92,мой,1073.77,6.03,525.0,1622.55
93,ли,1060.29,6.03,871.0,1249.58
94,потому,1056.53,6.02,603.0,1510.07
95,себя,1042.64,6.02,891.0,1194.27
96,надо,1041.33,6.02,776.0,1306.66
97,при,1038.93,6.02,1740.0,337.86
98,ему,1026.03,6.01,741.0,1311.06
99,ни,991.59,6.0,912.0,1071.18
100,об,986.62,5.99,912.0,1061.24
101,можно,974.98,5.99,1100.0,849.95
102,пока,956.6,5.98,676.0,1237.2
103,тоже,942.04,5.97,724.0,1160.09
104,года,933.92,5.97,1580.0,287.84
105,том,906.51,5.96,1000.0,813.02
106,под,897.5,5.95,1200.0,594.99
107,один,884.38,5.95,832.0,936.75
108,без,880.38,5.94,933.0,827.76
109,сегодня,879.33,5.94,813.0,945.65
110,сказал,870.58,5.94,537.0,1204.16
111,знаешь,843.83,5.93,110.0,1577.66
112,ладно,835.89,5.92,83.2,1588.57
113,думаю,834.88,5.92,251.0,1418.75
114,него,825.02,5.92,575.0,1075.04
115,тогда,818.79,5.91,537.0,1100.59
116,тут,815.35,5.91,562.0,1068.7
117,лет,808.6,5.91,912.0,705.21
118,всего,776.28,5.89,813.0,739.56
119,который,770.45,5.89,871.0,669.91
120,также,769.67,5.89,1320.0,219.34
121,должен,759.54,5.88,347.0,1172.09
122,человек,755.95,5.88,912.0,599.9
123,день,753.82,5.88,692.0,815.64
124,никогда,753.69,5.88,389.0,1118.37
125,конечно,751.49,5.88,437.0,1065.99
126,всех,750.9,5.88,832.0,669.8
127,всегда,750.75,5.88,631.0,870.49
128,которые,713.54,5.85,891.0,536.07
129,них,712.41,5.85,724.0,700.83
130,через,712.19,5.85,759.0,665.37
131,эти,709.59,5.85,661.0,758.18
132,лучше,691.51,5.84,468.0,915.03
133,привет,682.2,5.83,135.0,1229.39
134,правда,670.4,5.83,275.0,1065.8
135,сделать,660.73,5.82,447.0,874.46
136,дело,659.57,5.82,468.0,851.14
137,много,659.3,5.82,562.0,756.6
138,более,657.77,5.82,977.0,338.54
139,им,654.51,5.82,646.0,663.02
140,моя,650.53,5.81,288.0,1013.05
141,такой,636.58,5.8,589.0,684.15
142,хочешь,635.69,5.8,123.0,1148.39
143,сказать,631.83,5.8,302.0,961.66
144,себе,620.45,5.79,589.0,651.89
145,этой,617.68,5.79,617.0,618.36
146,должны,616.7,5.79,398.0,835.4
147,давай,614.29,5.79,83.2,1145.38
148,жизнь,612.58,5.79,537.0,688.16
149,потом,600.38,5.78,513.0,687.77
150,люди,592.59,5.77,562.0,623.18
151,чего,592.02,5.77,417.0,767.04
152,жизни,585.96,5.77,646.0,525.93
153,ей,584.45,5.77,309.22,859.68
154,из-за,584.4,5.77,,584.4
155,свою,579.46,5.76,550.0,608.92
156,значит,573.42,5.76,269.0,877.85
157,эй,569.4,5.76,20.9,1117.91
158,делать,560.36,5.75,347.0,773.72
159,два,553.45,5.74,575.0,531.9
160,буду,552.66,5.74,309.0,796.32
161,пожалуйста,552.44,5.74,132.0,972.89
162,тобой,552.17,5.74,138.0,966.35
163,ведь,551.53,5.74,407.0,696.07
164,тем,551.14,5.74,661.0,441.29
165,мной,549.33,5.74,200.0,898.65
166,людей,543.77,5.74,575.0,512.55
167,такое,543.3,5.74,427.0,659.59
168,этим,538.57,5.73,331.0,746.13
169,ним,526.82,5.72,324.0,729.63
170,году,525.42,5.72,912.0,138.84
171,вместе,524.53,5.72,479.0,570.06
172,сюда,505.67,5.7,107.0,904.34
173,ней,504.6,5.7,324.0,685.2
174,место,504.31,5.7,513.0,495.63
175,можешь,496.07,5.7,83.2,908.94
176,своей,495.82,5.7,537.0,454.64
177,поэтому,493.53,5.69,447.0,540.05
178,тот,493.18,5.69,457.0,529.36
179,кто-то,492.84,5.69,,492.84
180,неё,485.08,5.69,340.2,629.97
181,эту,478.0,5.68,372.0,584.01
182,времени,477.36,5.68,479.0,475.73
183,несколько,470.5,5.67,537.0,404.01
184,порядке,470.05,5.67,105.0,835.1
185,эта,468.58,5.67,398.0,539.16
186,лишь,466.77,5.67,479.0,454.54
187,всем,462.82,5.67,437.0,488.64
188,именно,460.3,5.66,447.0,473.59
189,хотел,455.25,5.66,141.0,769.49
190,между,454.85,5.66,617.0,292.71
191,слишком,446.11,5.65,240.0,652.22
192,возможно,445.84,5.65,229.0,662.68
193,назад,445.64,5.65,302.0,589.29
194,свои,443.6,5.65,479.0,408.2
195,что-нибудь,442.93,5.65,,442.93
196,какой,437.36,5.64,457.0,417.72
197,три,436.83,5.64,447.0,426.67
198,должна,436.62,5.64,240.0,633.24
199,дома,436.13,5.64,398.0,474.26
200,против,432.06,5.64,513.0,351.13
201,никто,431.02,5.63,309.0,553.05
202,зачем,431.02,5.63,219.0,643.04
203,немного,430.37,5.63,200.0,660.74
204,деньги,427.16,5.63,372.0,482.32
205,друг,425.81,5.63,295.0,556.62
206,сколько,422.58,5.63,316.0,529.15
207,твой,420.42,5.62,110.0,730.84
208,сам,417.48,5.62,389.0,445.95
209,перед,412.33,5.62,447.0,377.66
210,куда,412.3,5.62,269.0,555.61
211,моей,409.73,5.61,195.0,624.46
212,точно,409.6,5.61,219.0,600.2
213,кажется,408.25,5.61,257.0,559.5
214,снова,404.38,5.61,282.0,526.76
215,мои,395.37,5.6,229.0,561.74
216,мог,389.84,5.59,209.0,570.69
217,стоит,387.96,5.59,316.0,459.92
218,боже,387.92,5.59,72.4,703.43
219,год,385.34,5.59,575.0,195.68
220,над,385.3,5.59,468.0,302.6
221,человека,382.96,5.58,479.0,286.91
222,будут,377.38,5.58,398.0,356.77
223,тех,375.35,5.57,380.0,370.71
224,сказала,373.64,5.57,155.0,592.27
225,вообще,371.54,5.57,407.0,336.08
226,дом,369.12,5.57,324.0,414.24
227,знаете,368.88,5.57,115.0,622.76
228,мама,368.85,5.57,166.0,571.69
229,говорит,367.86,5.57,331.0,404.72
230,хотя,367.6,5.57,417.0,318.19
231,свой,365.95,5.56,363.0,368.9
232,области,364.96,5.56,708.0,21.92
233,отец,362.22,5.56,155.0,569.44
234,которая,360.54,5.56,437.0,284.08
235,сэр,358.74,5.55,17.8,699.67
236,сделал,357.69,5.55,148.0,567.37
237,мистер,357.57,5.55,24.5,690.65
238,люблю,357.08,5.55,214.0,500.15
239,хочет,352.62,5.55,209.0,496.24
240,совсем,352.49,5.55,282.0,422.99
241,каждый,349.1,5.54,339.0,359.2
242,найти,348.65,5.54,240.0,457.31
243,одна,348.23,5.54,316.0,380.46
244,кое-что,348.03,5.54,,348.03
245,нравится,347.5,5.54,174.0,521.0
246,могут,345.44,5.54,389.0,301.88
247,про,344.93,5.54,288.0,401.85
248,первый,343.21,5.54,427.0,259.42
249,кого,337.36,5.53,309.0,365.73
250,работу,336.8,5.53,309.0,364.61
251,чёрт,336.7,5.53,62.21,611.19
252,оно,336.21,5.53,288.0,384.41
253,понимаю,336.0,5.53,145.0,526.99
254,можем,335.5,5.53,91.2,579.8
255,дела,334.47,5.52,257.0,411.95
256,твоя,330.61,5.52,64.6,596.61
257,вопрос,330.55,5.52,372.0,289.11
258,почти,330.07,5.52,372.0,288.15
259,будем,329.08,5.52,195.0,463.16
260,думаешь,328.86,5.52,43.7,614.03
261,этих,326.97,5.51,339.0,314.93
262,своего,326.93,5.51,363.0,290.85
263,случилось,325.37,5.51,74.1,576.64
264,которых,325.35,5.51,501.0,149.71
265,однако,323.74,5.51,575.0,72.49
266,работы,323.53,5.51,457.0,190.05
267,домой,319.85,5.5,151.0,488.71
268,своих,319.07,5.5,389.0,249.14
269,стал,317.7,5.5,437.0,198.4
270,деле,317.5,5.5,209.0,425.99
271,говорить,317.21,5.5,209.0,425.41
272,прямо,311.55,5.49,162.0,461.09
273,видел,311.34,5.49,115.0,507.67
274,такие,311.18,5.49,339.0,283.36
275,которой,309.82,5.49,427.0,192.64
276,нельзя,307.84,5.49,282.0,333.67
277,знать,305.34,5.48,117.0,493.69
278,помочь,304.87,5.48,102.0,507.75
279,действительно,304.38,5.48,214.0,394.75
280,говорил,303.04,5.48,141.0,465.08
281,должно,301.64,5.48,200.0,403.27
282,знает,298.57,5.48,178.0,419.14
283,другой,296.71,5.47,282.0,311.42
284,самом,295.88,5.47,219.0,372.75
285,моё,295.38,5.47,181.8,408.95
286,завтра,295.15,5.47,204.0,386.3
287,дня,292.58,5.47,309.0,276.16
288,является,291.76,5.47,501.0,82.52
289,парень,290.18,5.46,91.2,489.16
290,своё,289.22,5.46,301.4,277.05
291,случае,289.07,5.46,339.0,239.13
292,происходит,288.93,5.46,178.0,399.86
293,кроме,288.58,5.46,347.0,230.17
294,детей,285.49,5.46,316.0,254.99
295,всю,284.56,5.45,245.0,324.11
296,наш,283.82,5.45,191.0,376.63
297,похоже,283.69,5.45,75.9,491.48
298,доктор,283.41,5.45,97.7,469.11
299,отлично,282.24,5.45,72.4,492.08
300,уж,281.61,5.45,209.0,354.21
301,часть,281.42,5.45,355.0,207.84
302,новый,280.22,5.45,372.0,188.44
303,пор,279.79,5.45,214.0,345.59
304,раньше,279.4,5.45,219.0,339.8
305,имя,278.82,5.45,204.0,353.63
306,такая,278.67,5.45,245.0,312.35
307,таким,275.07,5.44,309.0,241.14
308,собой,274.6,5.44,282.0,267.21
309,думал,273.51,5.44,79.4,467.61
310,разве,272.99,5.44,89.1,456.87
311,которого,272.89,5.44,355.0,190.78
312,одной,272.21,5.43,331.0,213.41
313,одного,271.89,5.43,302.0,241.77
314,туда,266.91,5.43,138.0,395.83
315,мира,266.77,5.43,437.0,96.55
316,можете,265.84,5.42,79.4,452.27
317,наши,265.1,5.42,234.0,296.2
318,других,264.68,5.42,372.0,157.36
319,прости,263.71,5.42,34.7,492.72
320,хотела,262.67,5.42,77.6,447.74
321,ко,262.26,5.42,204.0,320.51
322,весь,261.48,5.42,251.0,271.95
323,иди,261.15,5.42,43.7,478.61
324,знал,259.71,5.41,97.7,421.73
325,моего,259.46,5.41,102.0,416.93
326,этому,259.05,5.41,229.0,289.1
327,давайте,258.74,5.41,93.3,424.18
328,будешь,257.14,5.41,79.4,434.87
329,слова,252.96,5.4,302.0,203.92
330,равно,252.7,5.4,204.0,301.4
331,хотите,252.43,5.4,79.4,425.45
332,вами,252.22,5.4,93.3,411.13
333,около,252.09,5.4,372.0,132.19
334,ага,251.22,5.4,50.1,452.34
335,могли,251.03,5.4,174.0,328.06
336,ваш,248.94,5.4,97.7,400.18
337,делаешь,248.57,5.4,33.9,463.25
338,сразу,248.06,5.39,288.0,208.12
339,месте,246.47,5.39,234.0,258.93
340,прошу,246.32,5.39,60.3,432.33
341,работа,245.87,5.39,214.0,277.74
342,другие,245.48,5.39,324.0,166.96
343,поговорить,244.98,5.39,30.9,459.05
344,имеет,244.44,5.39,302.0,186.88
345,руки,243.76,5.39,204.0,283.52
346,быстро,243.23,5.39,214.0,272.47
347,мир,243.22,5.39,240.0,246.44
348,простите,242.32,5.38,33.9,450.73
349,нужен,242.1,5.38,115.0,369.21
350,иногда,241.62,5.38,234.0,249.24
351,двух,241.47,5.38,347.0,135.93
352,достаточно,241.41,5.38,209.0,273.82
353,две,241.34,5.38,269.0,213.69
354,скоро,241.27,5.38,182.0,300.55
355,мать,240.9,5.38,148.0,333.8
356,те,240.7,5.38,269.0,212.4
357,одно,239.64,5.38,245.0,234.29
358,надеюсь,239.54,5.38,141.0,338.08
359,самое,239.21,5.38,219.0,259.41
360,хоть,239.0,5.38,200.0,278.01
361,минут,238.88,5.38,195.0,282.76
362,наверное,238.81,5.38,145.0,332.63
363,будто,238.63,5.38,178.0,299.27
364,нашей,238.59,5.38,240.0,237.18
365,слушай,237.63,5.38,19.5,455.77
366,которую,236.72,5.37,229.0,244.43
367,нами,236.65,5.37,141.0,332.3
368,ночь,235.48,5.37,200.0,270.97
369,жить,234.9,5.37,195.0,274.8
370,такого,234.78,5.37,229.0,240.55
371,жаль,234.69,5.37,72.4,396.97
372,нужна,234.54,5.37,95.5,373.59
373,затем,233.44,5.37,288.0,178.88
374,рядом,233.11,5.37,219.0,247.22
375,идёт,232.87,5.37,223.7,242.04
376,уверен,232.64,5.37,89.1,376.18
377,какая,231.9,5.37,204.0,259.8
378,пусть,231.52,5.36,204.0,259.04
379,нём,230.74,5.36,209.9,251.58
380,папа,230.39,5.36,69.2,391.58
381,понял,230.2,5.36,105.0,355.4
382,скажи,228.52,5.36,42.7,414.35
383,какие,228.22,5.36,282.0,174.44
384,говорят,227.57,5.36,219.0,236.14
385,придётся,227.23,5.36,130.5,323.95
386,стороны,226.71,5.36,309.0,144.41
387,мою,225.56,5.35,83.2,367.92
388,связи,225.15,5.35,347.0,103.3
389,своим,225.02,5.35,234.0,216.04
390,права,224.59,5.35,229.0,220.19
